162	162070
163	162071
165	162068
167	161177
168	198216
176	162088
177	161211
183	161080
192	136089
193	136087
200	136093
201	136091
202	136102
210	136097
211	136095
215	161209
224	136106
225	136104
232	136111
233	136109
234	136167
236	136115
237	136113
242	136119
243	136117
247	161210
248	200251
249	136123
250	136121
252	136162
256	136086
257	136103
274	136090
275	136108
282	136092
283	136110
299	136112
331	200252
332	136094
333	136116
339	200250
363	136120
461	136088
462	136105
464	136114
465	136096
466	136118
468	136122
470	136124
472	136125
474	136126
476	136161
592	200246
593	136107
596	200248
603	200247
609	136168
618	200254
629	200249
643	200245
650	200253
710	198217
711	163190
713	163188
714	163189
715	163191
729	163187
913	163068
914	163069
915	163070
916	163071
917	163072
918	163073
919	163074
920	163075
921	163076
922	163077
923	163078
924	163079
925	163080
926	163081
927	163082
928	163083
929	163084
931	163085
932	163086
933	163087
934	163088
935	163089
936	163090
937	163091
945	163092
946	163093
947	163094
948	163095
949	163096
950	163097
951	163098
952	163099
953	163100
954	163101
955	163102
956	163103
957	163104
958	163105
959	163106
960	163107
961	163108
963	163109
964	163110
965	163111
966	163112
967	163113
968	163114
969	163115
1025	199249
1040	199243
1041	199244
1042	199245
1043	199246
1044	199247
1045	199248
1046	199250
1047	199251
1048	199252
1049	199253
1050	199254
1051	200064
1052	200065
1053	200066
1054	200067
1055	200068
1056	200069
1057	200070
1058	200071
1059	200072
1060	200073
1061	200074
1062	200075
1063	200076
1064	200077
1065	200078
1066	200079
1067	200080
1068	200081
1069	200082
1070	200083
1071	200084
1072	200085
1073	200086
1074	200087
1075	200088
1076	200089
1077	200090
1078	200092
1079	200093
1080	200094
1081	200095
1082	200096
1083	200097
1084	200098
1085	200099
1086	200100
1087	200101
1088	200102
1089	200103
1090	200104
1091	200105
1092	200106
1093	200107
1094	200108
1095	200109
1096	200110
1097	200111
1098	200112
1099	200113
1100	200114
1101	200115
1102	200116
1103	200117
1105	200091
7870	136099
7871	136164
7872	136101
7873	136166
8211	161086
8212	161088
8216	161165
8217	161166
8220	161167
8221	161168
8226	161069
8229	161076
8230	161075
8242	161172
8245	161171
8251	161176
8254	161194
8451	162074
8453	161193
8457	162075
8470	200210
8481	200211
8544	162185
8545	162186
8546	162187
8547	162188
8548	162189
8549	162190
8550	162191
8551	162192
8552	162193
8553	162194
8560	198181
8561	198182
8562	198183
8563	198184
8564	198185
8565	198186
8566	198187
8567	198188
8568	198189
8569	198190
8592	161246
8593	161244
8594	161247
8595	161245
8598	161248
8599	161249
8600	161251
8601	161250
8632	200119
8633	200120
8679	200118
8730	161212
8734	161219
8735	161232
8736	161231
8739	161253
8741	161252
8745	161228
8746	161229
8747	161236
8750	161237
8756	161239
8757	161238
8764	161227
8786	161220
8800	161218
8801	161221
8806	161216
8807	161217
8869	161230
8895	161233
9178	136169
9179	136170
9312	198161
9313	198162
9314	198163
9315	198164
9316	198165
9317	198166
9318	198167
9319	198168
9320	198169
9321	198170
9332	198171
9333	198172
9334	198173
9335	198174
9336	198175
9337	198176
9338	198177
9339	198178
9340	198179
9341	198180
9472	162119
9474	162120
9484	162122
9488	162123
9492	162124
9496	162125
9500	162117
9508	162116
9516	162115
9524	162114
9532	162113
9552	249249
9553	249248
9554	249230
9555	249239
9556	249221
9557	249232
9558	249241
9559	249223
9560	249236
9561	249245
9562	249227
9563	249238
9564	249247
9565	249229
9566	249233
9567	249242
9568	249224
9569	249235
9570	249244
9571	249226
9572	249231
9573	249240
9574	249222
9575	249237
9576	249246
9577	249228
9578	249234
9579	249243
9580	249225
9581	249250
9582	249251
9583	249253
9584	249252
9585	162172
9586	162173
9587	162174
9601	162098
9602	162099
9603	162100
9604	162101
9605	162102
9606	162103
9607	162104
9608	162105
9609	162112
9610	162111
9611	162110
9612	162109
9613	162108
9614	162107
9615	162106
9620	162118
9621	162121
9632	161189
9633	161188
9650	161182
9651	161181
9660	161191
9661	161190
9670	161187
9671	161186
9675	161179
9678	161183
9679	161180
9698	162168
9699	162169
9700	162171
9701	162170
9733	161185
9734	161184
9737	161243
9792	161240
9793	161242
9794	161241
10045	198230
11904	200214
11908	200215
11910	200216
11911	200217
11912	200218
11914	200219
11916	200220
11917	200221
11925	200222
11932	200223
11933	200224
11941	200225
11943	200226
11946	200227
11948	200228
11950	200229
11958	200230
11964	200231
11966	200232
11974	200233
11978	200234
11980	200235
11981	200236
11983	200237
11990	200238
11991	200239
11998	200240
12003	200241
12083	198205
12288	161064
12289	161066
12290	161067
12291	161178
12293	198224
12294	198225
12295	198226
12296	161113
12297	161114
12298	161109
12299	161110
12300	161117
12301	161118
12302	161121
12303	161122
12304	161105
12305	161106
12306	162069
12308	161101
12309	161102
12317	161169
12318	161170
12321	162195
12322	162196
12323	162197
12324	162198
12325	162199
12326	162200
12327	162201
12328	162202
12329	162203
12353	198231
12354	198232
12355	198233
12356	198234
12357	198235
12358	198236
12359	198237
12360	198238
12361	198239
12362	198240
12363	198241
12364	198242
12365	198243
12366	198244
12367	198245
12368	198246
12369	198247
12370	198248
12371	198249
12372	198250
12373	198251
12374	198252
12375	198253
12376	198254
12377	199064
12378	199065
12379	199066
12380	199067
12381	199068
12382	199069
12383	199070
12384	199071
12385	199072
12386	199073
12387	199074
12388	199075
12389	199076
12390	199077
12391	199078
12392	199079
12393	199080
12394	199081
12395	199082
12396	199083
12397	199084
12398	199085
12399	199086
12400	199087
12401	199088
12402	199089
12403	199090
12404	199091
12405	199092
12406	199093
12407	199094
12408	199095
12409	199096
12410	199097
12411	199098
12412	199099
12413	199100
12414	199101
12415	199102
12416	199103
12417	199104
12418	199105
12419	199106
12420	199107
12421	199108
12422	199109
12423	199110
12424	199111
12425	199112
12426	199113
12427	199114
12428	199115
12429	199116
12430	199117
12431	199118
12432	199119
12433	199120
12434	199121
12435	199122
12443	200212
12444	200213
12445	198220
12446	198221
12449	199123
12450	199124
12451	199125
12452	199126
12453	199161
12454	199162
12455	199163
12456	199164
12457	199165
12458	199166
12459	199167
12460	199168
12461	199169
12462	199170
12463	199171
12464	199172
12465	199173
12466	199174
12467	199175
12468	199176
